+1	+1	0.705615175558577
+1	-1	0.93182345200996
+1	+1	0.9520926656437476
-1	-1	0.7178447784968884
+1	+1	0.6941081582854961
+1	+1	0.7435900936275164
+1	+1	0.8408960264056913
-1	-1	0.8427492398039643
-1	-1	0.9263884444797376
+1	+1	0.9621816768376856
+1	+1	0.7770309167605002
-1	+1	0.5776492860786789
-1	-1	0.9125234228476614
+1	+1	0.5283029141129253
+1	-1	0.9205957977569721
+1	-1	0.8490701856907471
+1	+1	0.9412239531377686
-1	-1	0.5951113744895337
+1	+1	0.737494101023037
-1	+1	0.5519176109373963
-1	-1	0.815037346652751
+1	+1	0.5759754710069831
+1	+1	0.9791547295754606
-1	-1	0.5045830976066958
-1	-1	0.9201609081160829
+1	+1	0.8346839188971299
-1	+1	0.8756689712546899
+1	+1	0.9759098124513648
+1	+1	0.9767220923686895
+1	-1	0.8662432878299255
+1	+1	0.8378152692021016
-1	-1	0.8226803540485932
+1	+1	0.6784418778312324
+1	+1	0.7728035379587438
+1	+1	0.926713379968199
+1	+1	0.9111649048736553
-1	-1	0.5927641650900395
-1	+1	0.5282854906268198
+1	+1	0.9640939642371975
+1	+1	0.8076938792324775
-1	-1	0.7818231916640535
-1	-1	0.6885598337475498
-1	+1	0.6875476497120881
+1	+1	0.9571728302093383
+1	+1	0.887385860604448
+1	+1	0.9517488711658905
+1	+1	0.9002208574018198
+1	+1	0.8973496296139974
+1	+1	0.6409180094152445
-1	-1	0.913109388757293
-1	-1	0.9354977041863424
+1	+1	0.9063738611768258
-1	-1	0.9458390734624669
+1	-1	0.7606336806253768
-1	-1	0.9527674202875536
+1	+1	0.6255307205363204
-1	-1	0.7369921162134884
+1	-1	0.6933670593455755
+1	+1	0.6000023132844136
-1	-1	0.9743928206155057
+1	-1	0.5998566658010351
-1	-1	0.9692520253568755
+1	-1	0.5133162968800313
+1	-1	0.6646996974295831
-1	-1	0.5307097154004254
-1	-1	0.8470605706532616
+1	+1	0.9228765218543412
+1	-1	0.6289917308023646
-1	-1	0.9695244009566795
-1	-1	0.9993748726681542
-1	+1	0.7936425345358982
+1	+1	0.9693058256754479
+1	+1	0.7344794010759506
-1	+1	0.600228440121685
-1	-1	0.946621384157598
-1	+1	0.9547152569073741
-1	+1	0.7716157464269972
-1	+1	0.8616045695783535
+1	+1	0.9985762755320408
+1	+1	0.7095839126845782
+1	-1	0.524702786722498
-1	-1	0.9705470207771356
-1	-1	0.900338952355318
+1	+1	0.7225703211828102
-1	-1	0.967270053453166
+1	+1	0.8247317902806267
-1	+1	0.5798883719019597
+1	-1	0.5965846693220518
+1	-1	0.5035247173274583
+1	+1	0.7707503407285253
+1	+1	0.968079166841237
-1	-1	0.8928292587058606
+1	+1	0.9981629914968099
+1	-1	0.732289473872217
+1	+1	0.6089710304841215
+1	+1	0.5668699248188506
-1	-1	0.7985647423831328
+1	+1	0.5992356674798662
+1	+1	0.9900394845137772
-1	+1	0.5597814580284746
+1	+1	0.9771399635974579
+1	+1	0.9445469107703148
+1	+1	0.9281623009133178
+1	+1	0.9608179154413878
+1	+1	0.6941230426906687
-1	+1	0.5886274097543948
+1	+1	0.5492241347573654
-1	+1	0.5226792036515849
-1	+1	0.7710377020556617
+1	+1	0.8949579106025756
+1	+1	0.8218214473589253
-1	-1	0.8231569910064785
-1	-1	0.9845461927519302
+1	+1	0.9368594262401249
-1	-1	0.6906393462665739
+1	+1	0.5374977970967378
+1	+1	0.8391647309437626
+1	-1	0.8394292471280602
-1	-1	0.9038248517529313
+1	+1	0.6085784048342157
+1	+1	0.9100534831626615
+1	+1	0.983488008129665
+1	+1	0.663009248541286
+1	+1	0.8764989336754636
+1	+1	0.5905402758304459
-1	-1	0.721693695122622
-1	-1	0.7190907174748343
-1	-1	0.8070756607212826
-1	-1	0.6262666994037814
+1	-1	0.604752803901307
+1	-1	0.9045475623307515
-1	-1	0.7522234802593109
-1	-1	0.8755558853375328
-1	+1	0.6681204884829619
+1	+1	0.9451909977380951
-1	-1	0.8818976515968155
-1	-1	0.5562627359747228
-1	-1	0.9871136650330885
